            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3401.0.55.004 Overseas Travel Statistics, Provisional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total Movement, Arrivals and Departures - Country of Citizenship(a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11.30 am (Canberra time) 15 December 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 1.2 Total Movement, Departures by Country of Citizenship(a), Sep-2016 to Nov-2020(b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SACC code(a),Country of citizenship(a),Sep-2016,Oct-2016,Nov-2016,Dec-2016,Jan-2017,Feb-2017,Mar-2017,Apr-2017,May-2017,Jun-2017,Jul-2017,Aug-2017,Sep-2017,Oct-2017,Nov-2017,Dec-2017,Jan-2018,Feb-2018,Mar-2018,Apr-2018,May-2018,Jun-2018,Jul-2018,Aug-2018,Sep-2018,Oct-2018,Nov-2018,Dec-2018,Jan-2019,Feb-2019,Mar-2019,Apr-2019,May-2019,Jun-2019,Jul-2019,Aug-2019,Sep-2019,Oct-2019,Nov-2019,Dec-2019,Jan-2020,Feb-2020,Mar-2020,Apr-2020,May-2020,Jun-2020,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,
8216,Venezuela Bolivarian republic of,220 ,180 ,210 ,270 ,400 ,230 ,200 ,230 ,240 ,190 ,240 ,230 ,250 ,220 ,230 ,310 ,310 ,220 ,230 ,210 ,230 ,190 ,200 ,200 ,220 ,220 ,220 ,300 ,260 ,200 ,200 ,190 ,210 ,190 ,180 ,190 ,200 ,210 ,200 ,240 ,250 ,240 ,110 ,0 ,0 ,0 ,10 ,10 ,20 ,10,10,
8299,South America nec,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8301,Belize,10 ,10 ,0 ,10 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,0 ,0 ,10 ,40 ,0 ,0 ,0 ,10 ,10 ,10 ,10 ,0 ,0 ,10 ,10 ,10 ,10 ,0 ,0 ,10 ,0 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8302,Costa Rica,60 ,50 ,130 ,50 ,130 ,60 ,50 ,110 ,50 ,50 ,40 ,50 ,60 ,70 ,100 ,70 ,150 ,60 ,70 ,80 ,50 ,70 ,50 ,60 ,60 ,50 ,70 ,80 ,180 ,60 ,110 ,110 ,110 ,60 ,60 ,50 ,50 ,80 ,120 ,80 ,120 ,60 ,50 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8303,El Salvador,30 ,20 ,40 ,50 ,50 ,30 ,30 ,40 ,30 ,40 ,30 ,40 ,30 ,40 ,40 ,20 ,40 ,40 ,30 ,40 ,40 ,40 ,20 ,30 ,30 ,50 ,50 ,60 ,50 ,40 ,40 ,70 ,30 ,30 ,20 ,30 ,40 ,40 ,50 ,40 ,40 ,60 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8304,Guatemala,30 ,20 ,30 ,60 ,50 ,30 ,40 ,40 ,20 ,20 ,30 ,60 ,20 ,30 ,40 ,70 ,60 ,30 ,40 ,30 ,30 ,40 ,20 ,40 ,30 ,40 ,50 ,50 ,70 ,30 ,40 ,60 ,30 ,40 ,40 ,40 ,30 ,80 ,40 ,60 ,80 ,40 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8305,Honduras,20 ,20 ,20 ,20 ,20 ,20 ,30 ,20 ,10 ,20 ,20 ,10 ,20 ,10 ,90 ,20 ,40 ,20 ,30 ,30 ,20 ,30 ,20 ,20 ,10 ,20 ,20 ,20 ,30 ,20 ,20 ,40 ,10 ,10 ,30 ,20 ,10 ,20 ,20 ,40 ,20 ,30 ,10 ,0 ,0 ,0 ,10 ,0 ,0 ,0,10,
8306,Mexico,940 ,710 ,940 ,"1,380 ","1,360 ",800 ,820 ,"1,210 ",700 ,880 ,"1,300 ","1,100 ","1,090 ",960 ,"1,080 ","1,540 ","1,790 ",960 ,"1,120 ","1,330 ",800 ,"1,020 ","1,120 ",930 ,"1,050 ",930 ,"1,440 ","1,820 ","2,060 ","1,040 ","1,100 ","1,660 ","1,030 ","1,090 ","1,520 ","1,060 ",990 ,"1,080 ","1,420 ","1,870 ","1,920 ","1,200 ","1,160 ",180 ,80 ,80 ,170 ,80 ,50 ,40,60,
8307,Nicaragua,10 ,10 ,10 ,10 ,10 ,10 ,0 ,10 ,0 ,10 ,10 ,10 ,10 ,0 ,10 ,10 ,10 ,20 ,10 ,10 ,10 ,10 ,0 ,10 ,10 ,10 ,20 ,20 ,20 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,20 ,10 ,20 ,20 ,10 ,20 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8308,Panama,20 ,20 ,20 ,30 ,30 ,40 ,20 ,20 ,10 ,10 ,20 ,20 ,10 ,20 ,30 ,40 ,40 ,30 ,20 ,30 ,30 ,60 ,20 ,10 ,20 ,20 ,40 ,30 ,40 ,60 ,40 ,30 ,20 ,30 ,30 ,40 ,20 ,30 ,30 ,30 ,50 ,50 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8401,Anguilla,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8402,Antigua and Barbuda,0 ,10 ,0 ,10 ,0 ,0 ,0 ,10 ,10 ,10 ,10 ,0 ,10 ,0 ,10 ,10 ,0 ,0 ,0 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,10 ,0 ,10 ,0 ,10 ,10 ,0 ,10 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8403,Aruba,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8404,Bahamas,0 ,10 ,10 ,0 ,0 ,0 ,10 ,10 ,0 ,10 ,20 ,10 ,10 ,40 ,10 ,10 ,10 ,0 ,10 ,80 ,10 ,10 ,10 ,20 ,10 ,30 ,10 ,10 ,10 ,10 ,20 ,10 ,10 ,10 ,10 ,50 ,20 ,0 ,10 ,20 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8405,Barbados,10 ,10 ,20 ,20 ,20 ,10 ,20 ,10 ,20 ,10 ,10 ,10 ,20 ,20 ,20 ,30 ,20 ,10 ,20 ,90 ,20 ,10 ,30 ,10 ,10 ,20 ,10 ,10 ,20 ,10 ,20 ,30 ,10 ,20 ,10 ,10 ,10 ,30 ,40 ,10 ,20 ,10 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8406,Cayman Islands,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8407,Cuba,20 ,20 ,20 ,20 ,20 ,20 ,10 ,10 ,20 ,30 ,20 ,20 ,20 ,20 ,20 ,30 ,30 ,20 ,50 ,20 ,50 ,30 ,20 ,60 ,20 ,40 ,40 ,30 ,40 ,20 ,20 ,30 ,20 ,20 ,30 ,30 ,30 ,20 ,20 ,50 ,20 ,40 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0,10,
8408,Dominica,0 ,10 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,0 ,0 ,0 ,10 ,10 ,0 ,10 ,10 ,10 ,0 ,20 ,0 ,10 ,0 ,0 ,10 ,10 ,10 ,0 ,10 ,0 ,10 ,10 ,0 ,0 ,10 ,10 ,0 ,0 ,10 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8411,Dominican Republic,20 ,10 ,10 ,20 ,30 ,10 ,50 ,20 ,20 ,10 ,20 ,20 ,30 ,80 ,60 ,30 ,30 ,30 ,30 ,30 ,20 ,20 ,20 ,30 ,40 ,20 ,20 ,30 ,40 ,10 ,20 ,70 ,30 ,20 ,20 ,20 ,10 ,20 ,20 ,30 ,30 ,30 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8412,Grenada,0 ,0 ,10 ,10 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,10 ,10 ,10 ,0 ,30 ,0 ,10 ,10 ,0 ,0 ,10 ,10 ,10 ,10 ,0 ,0 ,10 ,0 ,10 ,0 ,10 ,0 ,0 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8413,Guadeloupe,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8414,Haiti,10 ,10 ,0 ,10 ,10 ,0 ,10 ,10 ,0 ,10 ,0 ,10 ,10 ,0 ,10 ,10 ,10 ,10 ,0 ,0 ,0 ,10 ,10 ,0 ,0 ,10 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,10 ,10 ,10 ,0 ,10 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8415,Jamaica,40 ,50 ,40 ,60 ,50 ,40 ,40 ,40 ,30 ,30 ,40 ,30 ,30 ,50 ,50 ,50 ,60 ,70 ,80 ,240 ,50 ,30 ,60 ,30 ,30 ,80 ,40 ,70 ,60 ,60 ,50 ,40 ,40 ,50 ,40 ,40 ,50 ,50 ,60 ,50 ,60 ,80 ,60 ,0 ,0 ,0 ,10 ,10 ,0 ,10,0,
8416,Martinique,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8417,Montserrat,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8421,Puerto Rico,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8422,St Kitts and Nevis,10 ,0 ,10 ,10 ,20 ,20 ,10 ,0 ,10 ,0 ,0 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,20 ,10 ,10 ,0 ,10 ,0 ,10 ,10 ,10 ,10 ,20 ,0 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,20 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8423,St Lucia,0 ,10 ,0 ,0 ,10 ,20 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,10 ,10 ,10 ,30 ,10 ,0 ,10 ,0 ,0 ,10 ,20 ,10 ,0 ,10 ,10 ,10 ,0 ,10 ,10 ,0 ,0 ,0 ,10 ,10 ,0 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8424,St Vincent and the Grenadines,0 ,0 ,10 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,10 ,10 ,10 ,30 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,10 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8425,Trinidad and Tobago,50 ,50 ,50 ,80 ,70 ,120 ,70 ,50 ,30 ,40 ,50 ,80 ,80 ,50 ,80 ,80 ,80 ,50 ,40 ,150 ,50 ,110 ,40 ,60 ,50 ,60 ,60 ,60 ,70 ,50 ,60 ,70 ,50 ,60 ,30 ,40 ,50 ,50 ,60 ,90 ,80 ,60 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8426,Turks and Caicos Islands,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8427,"Virgin Islands, British",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8428,"Virgin Islands, US",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8431,St Barthelemy,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8432,St Martin (Fr),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8433,Bonaire/SE/Saba,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8434,Curacao,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
8435,Sint Maarten (Dutch part),0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9101,Benin,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9102,Burkina Faso,10 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9103,Cameroon,20 ,10 ,10 ,20 ,20 ,20 ,20 ,10 ,20 ,10 ,30 ,20 ,20 ,20 ,10 ,20 ,10 ,10 ,10 ,100 ,20 ,20 ,20 ,20 ,20 ,10 ,10 ,20 ,10 ,10 ,20 ,10 ,10 ,20 ,10 ,10 ,10 ,10 ,20 ,30 ,20 ,20 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9104,Cabo Verde,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9105,Central African Republic,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9106,Chad,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9107,Congo Republic of,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,0 ,10 ,0 ,10 ,10 ,0 ,0 ,0 ,10 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9108,Congo Democratic Republic of,20 ,20 ,20 ,20 ,20 ,10 ,10 ,30 ,30 ,20 ,20 ,10 ,10 ,10 ,20 ,40 ,20 ,10 ,10 ,10 ,20 ,20 ,20 ,30 ,30 ,20 ,30 ,40 ,40 ,20 ,30 ,30 ,10 ,20 ,30 ,30 ,30 ,30 ,40 ,80 ,40 ,20 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9111,Côte d'Ivoire,10 ,10 ,10 ,10 ,10 ,10 ,10 ,0 ,10 ,0 ,10 ,10 ,10 ,10 ,10 ,20 ,10 ,10 ,10 ,10 ,0 ,10 ,10 ,20 ,20 ,10 ,10 ,20 ,0 ,0 ,10 ,0 ,10 ,10 ,20 ,10 ,10 ,0 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9112,Equatorial Guinea,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9113,Gabon,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9114,Gambia,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,10 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,10 ,10 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9115,Ghana,120 ,90 ,130 ,130 ,120 ,70 ,90 ,100 ,90 ,110 ,150 ,110 ,160 ,130 ,110 ,200 ,120 ,70 ,100 ,230 ,100 ,80 ,110 ,120 ,120 ,110 ,270 ,190 ,100 ,90 ,90 ,100 ,110 ,110 ,150 ,120 ,130 ,120 ,150 ,200 ,150 ,70 ,70 ,0 ,0 ,0 ,0 ,10 ,20 ,20,30,
9116,Guinea,0 ,10 ,10 ,0 ,0 ,0 ,0 ,10 ,10 ,0 ,10 ,10 ,10 ,10 ,10 ,20 ,0 ,0 ,10 ,0 ,10 ,10 ,10 ,0 ,10 ,10 ,10 ,0 ,10 ,0 ,0 ,0 ,10 ,10 ,0 ,10 ,10 ,0 ,10 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9117,Guinea-Bissau,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9118,Liberia,10 ,10 ,10 ,30 ,10 ,10 ,10 ,0 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,20 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,30 ,10 ,10 ,0 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,30 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9121,Mali,10 ,0 ,0 ,0 ,10 ,0 ,10 ,0 ,0 ,10 ,0 ,10 ,20 ,0 ,10 ,10 ,10 ,0 ,10 ,0 ,10 ,0 ,0 ,0 ,20 ,0 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,20 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9122,Mauritania,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9123,Niger,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9124,Nigeria,220 ,210 ,280 ,480 ,270 ,230 ,230 ,230 ,220 ,230 ,260 ,230 ,340 ,450 ,290 ,600 ,260 ,240 ,280 ,460 ,230 ,250 ,330 ,320 ,370 ,290 ,920 ,790 ,360 ,240 ,260 ,410 ,300 ,340 ,370 ,360 ,340 ,310 ,370 ,770 ,370 ,320 ,150 ,10 ,0 ,0 ,10 ,10 ,60 ,70,60,
9125,Sao Tomé and Principe,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9126,Senegal,10 ,10 ,10 ,10 ,10 ,0 ,0 ,10 ,10 ,0 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,0 ,20 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,0 ,10 ,10 ,0 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
9127,Sierra Leone,10 ,10 ,20 ,40 ,10 ,10 ,10 ,30 ,10 ,10 ,10 ,10 ,10 ,10 ,20 ,40 ,10 ,10 ,10 ,50 ,10 ,10 ,10 ,10 ,10 ,10 ,10 ,40 ,10 ,10 ,10 ,20 ,10 ,10 ,10 ,10 ,10 ,10 ,30 ,40 ,20 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0,
